id,created_at,text
1233806386993086465,2020-02-29 17:29:00,"b'Stalker rapes 17-yr-old, sets her on fire in Telangana\nhttps://t.co/euwgL4ap1n'"
1233805507967586304,2020-02-29 17:25:30,b'Centre to take sector-specific measures to tackle fallout\nhttps://t.co/9CqDjAvhft'
1233805506923220992,2020-02-29 17:25:30,"b'Temple construction, CAA stir to figure at RSS meet\nhttps://t.co/W5YW5fPQvy'"
1233805505883062272,2020-02-29 17:25:30,"b'Vimannagar residents, BJP leaders protest against civic apathy\nhttps://t.co/QVv81lPZlj'"
1233805129725304832,2020-02-29 17:24:00,"b'All 236 evacuees from China, Japan test negative for virus\nhttps://t.co/XSMpWhlMOl'"
1233805128685121536,2020-02-29 17:24:00,"b'Kerala man tests negative for coronavirus, dies of pneumonia\nhttps://t.co/3OmupqaFKs'"
1233803871580909568,2020-02-29 17:19:00,b'Jhajjar boiler blast death toll rises to 6\nhttps://t.co/Ny24Nf6rHn'
1233803870507163648,2020-02-29 17:19:00,b'Travel: Colours of Kochi\nhttps://t.co/L8pG62HCvn'
1233802987757129728,2020-02-29 17:15:29,"b'Bengal Guv Dhankhar asks govt cost of anti-CAA advertisement, calls it illegal\nhttps://t.co/aoJjGbOUW9'"
1233802616452173824,2020-02-29 17:14:01,b'Forum to protect citizen\xe2\x80\x99s right to walk launched\nhttps://t.co/pFPB9KMLQO'
1233802615407796225,2020-02-29 17:14:01,b'Wagholi stinks as authorities fail to clear garbage piles\nhttps://t.co/zaqqxabRrm'
1233802614334058497,2020-02-29 17:14:00,b'2020 sees one of the hottest Februaries in last decade\nhttps://t.co/GIhAnrwbNu'
1233802613243568128,2020-02-29 17:14:00,b'Odisha teenager drugged and gang raped for 7 days\nhttps://t.co/7HENPdqrl6'
1233802612190826496,2020-02-29 17:14:00,b'Students protest actor Ponkshe\xe2\x80\x99s presence at Fergusson College function\nhttps://t.co/XvgTjP3dGZ'
1233800465105604609,2020-02-29 17:05:28,"b'Delay in presentation of budget unprecedented, says Rana KP\nhttps://t.co/YAz9TeEX7s'"
1233800096992489473,2020-02-29 17:04:00,b'Three killed in motorcycle accident in Pathankot\nhttps://t.co/WTRaV7TIDq'
1233800095767941124,2020-02-29 17:04:00,b'Punjab truck driver held with 350kg of poppy straw in J&amp;K\nhttps://t.co/PgYMUBEjTP'
1233799219099471873,2020-02-29 17:00:31,"b'Amritsar: Kidnapped girl found dead with bullet wound, old classmate held\nhttps://t.co/YPjuYxIiWc'"
1233799217967058945,2020-02-29 17:00:31,"b'Man gets death penalty for killing wife, daughter, 2 others\nhttps://t.co/fcR1FamrpC'"
1233798842635579393,2020-02-29 16:59:01,b'Missing anti-drug tablets: Sidhu to file defamation  case against Majithia\nhttps://t.co/enGGvcvt2g'
1233798841553448961,2020-02-29 16:59:01,"b'Beijing should act quickly on outbreak alerts, share data globally:\xe2\x80\x89WHO\nhttps://t.co/L4WzAu2qsT'"
1233798840475475968,2020-02-29 16:59:01,"b'Punjab: Applications invited for 2,182 posts of teachers\nhttps://t.co/jdihcsWD1X'"
1233798839410126848,2020-02-29 16:59:00,"b'A century after British sealed it, ASI to remove sand from Konark Sun Temple\nhttps://t.co/tObV4QrUiB'"
1233798838369964032,2020-02-29 16:59:00,b'Sukhbir\xe2\x80\x99s comments on budget bizarre: CM\nhttps://t.co/fLpaWAmtOY'
